
---------- Begin Simulation Statistics ----------
simSeconds                                   0.156178                       # Number of seconds simulated (Second)
simTicks                                 156178225000                       # Number of ticks simulated (Tick)
finalTick                                156178225000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    798.49                       # Real time elapsed on the host (Second)
hostTickRate                                195591237                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2287888                       # Number of bytes of host memory used (Byte)
simInsts                                    253392071                       # Number of instructions simulated (Count)
simOps                                      294250283                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   317338                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     368507                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        312356451                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.232700                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.811227                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       330468666                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   196752                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      319090929                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1686738                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             36415134                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          75075267                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   5                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           310838508                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.026549                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.895846                       # Number of insts issued each cycle (Count)
system.cpu.rob.reads                        625762733                       # The number of ROB reads (Count)
system.cpu.rob.writes                       651929472                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                253392071                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  294250283                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    53                       # Number of system calls (Count)
system.l2cache.demandHits::cpu.inst             93795                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data             47398                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total               141193                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst            93795                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data            47398                       # number of overall hits (Count)
system.l2cache.overallHits::total              141193                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             944                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            2540                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               3484                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            944                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           2540                       # number of overall misses (Count)
system.l2cache.overallMisses::total              3484                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     95958500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    303288500                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     399247000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     95958500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    303288500                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    399247000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst         94739                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data         49938                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total           144677                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst        94739                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data        49938                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total          144677                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.009964                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.050863                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.024081                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.009964                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.050863                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.024081                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 101650.953390                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 119404.921260                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 114594.431688                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 101650.953390                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 119404.921260                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 114594.431688                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.demandMshrHits::cpu.inst             2                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::cpu.data             6                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.demandMshrHits::total                8                       # number of demand (read+write) MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.inst            2                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::cpu.data            6                       # number of overall MSHR hits (Count)
system.l2cache.overallMshrHits::total               8                       # number of overall MSHR hits (Count)
system.l2cache.demandMshrMisses::cpu.inst          942                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data         2534                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           3476                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst          942                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data         2534                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::l2cache.prefetcher          366                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          3842                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     81506500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data    264618500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    346125000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     81506500                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data    264618500                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::l2cache.prefetcher     38965680                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    385090680                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.009943                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.050743                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.024026                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.009943                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.050743                       # mshr miss ratio for overall accesses (Ratio)
